カテゴリー,分類群,和名,学名
絶滅危惧IA類（CR）,維管束植物,タイワンホトトギス,Tricyrtis formosana
絶滅危惧IA類（CR）,維管束植物,サツマホトトギス,Tricyrtis hitra var. masamunei
絶滅危惧IA類（CR）,維管束植物,ルゾンヤマノイモ,Dioscorea luzonensis
絶滅危惧IA類（CR）,維管束植物,ユワンオニドコロ,Dioscorea tabatae
絶滅危惧IA類（CR）,維管束植物,アマミタチドコロ,Dioscorea zentaroana
絶滅危惧IA類（CR）,維管束植物,ナスヒオウギアヤメ,Iris setosa var. nasuensis
絶滅危惧IA類（CR）,維管束植物,ヒナノボンボリ,Oxygyne hyodoi
絶滅危惧IA類（CR）,維管束植物,ホシザキシャクジョウ,Oxygyne shinzatoi
絶滅危惧IA類（CR）,維管束植物,ヤクノヒナホシ,Oxygyne yamashitae
絶滅危惧IA類（CR）,維管束植物,オキナワイ,Juncus decipiens f. filiformis
絶滅危惧IA類（CR）,維管束植物,エゾイトイ,Juncus potaninii
絶滅危惧IA類（CR）,維管束植物,ミヤマゼキショウ,Juncus yakeisidakensis
絶滅危惧IA類（CR）,維管束植物,アマノホシクサ,Eriocaulon amanoanum
絶滅危惧IA類（CR）,維管束植物,エゾイヌノヒゲ,Eriocaulon perplexum
絶滅危惧IA類（CR）,維管束植物,ヒュウガホシクサ,Eriocaulon seticuspe
絶滅危惧IA類（CR）,維管束植物,スイシャホシクサ,Eriocaulon truncatum
絶滅危惧IA類（CR）,維管束植物,キリシマノガリヤス,Calamagrostis autumnalis
絶滅危惧IA類（CR）,維管束植物,ビロードメヒシバ,Digitaria mollicoma
絶滅危惧IA類（CR）,維管束植物,タイシャクカモジ,Elymus koryoensis
絶滅危惧IA類（CR）,維管束植物,エゾムギ,Elymus sibiricus
絶滅危惧IA類（CR）,維管束植物,オニカモジ,Elymus tsukushiensis var. tsukushiensis
絶滅危惧IA類（CR）,維管束植物,ケナシハイチゴザサ,Isachne lutchuensis
絶滅危惧IA類（CR）,維管束植物,ヒメハイチゴザサ,Isachne myosotis
絶滅危惧IA類（CR）,維管束植物,ヒメカモノハシ,Ischaemum indicum
絶滅危惧IA類（CR）,維管束植物,オオヌカキビ,Panicum paludosum
絶滅危惧IA類（CR）,維管束植物,イネガヤ,Piptatherum kuoi
絶滅危惧IA類（CR）,維管束植物,キタダケイチゴツナギ,Poa glauca var. kitadakensis
絶滅危惧IA類（CR）,維管束植物,ハラヌメリ,Sacciolepis myosuroides
絶滅危惧IA類（CR）,維管束植物,フォーリーガヤ,Schizachne purpurascens subsp. callosa
絶滅危惧IA類（CR）,維管束植物,コモロコシガヤ,Sorghum nitidum
絶滅危惧IA類（CR）,維管束植物,ヒメネズミノオ,Sporobolus hancei
絶滅危惧IA類（CR）,維管束植物,ヒメウシノシッペイ,Thaumastochloa cochinchinensis
絶滅危惧IA類（CR）,維管束植物,ホソバドジョウツナギ,Torreyochloa natans
絶滅危惧IA類（CR）,維管束植物,ニッパヤシ,Nypa fruticans
絶滅危惧IA類（CR）,維管束植物,オドリコテンナンショウ,Arisaema aprile
絶滅危惧IA類（CR）,維管束植物,ホロテンナンショウ,Arisaema cucullatum
絶滅危惧IA類（CR）,維管束植物,オオアマミテンナンショウ,Arisaema heterocephalum subsp. majus
絶滅危惧IA類（CR）,維管束植物,オキナワテンナンショウ,Arisaema heterocephalum subsp. okinawense
絶滅危惧IA類（CR）,維管束植物,イナヒロハテンナンショウ,Arisaema inaense
絶滅危惧IA類（CR）,維管束植物,イシヅチテンナンショウ,Arisaema ishizuchiense subsp. ishizuchiense
絶滅危惧IA類（CR）,維管束植物,トクノシマテンナンショウ,Arisaema kawashimae
絶滅危惧IA類（CR）,維管束植物,アマギテンナンショウ,Arisaema kuratae
絶滅危惧IA類（CR）,維管束植物,ヤクシマヒロハテンナンショウ,Arisaema longipedunculatum var. yakumontanum
絶滅危惧IA類（CR）,維管束植物,ヒュウガヒロハテンナンショウ,Arisaema minamitanii
絶滅危惧IA類（CR）,維管束植物,ナギヒロハテンナンショウ,Arisaema nagiense
絶滅危惧IA類（CR）,維管束植物,オガタテンナンショウ,Arisaema ogatae
絶滅危惧IA類（CR）,維管束植物,セッピコテンナンショウ,Arisaema seppikoense
絶滅危惧IA類（CR）,維管束植物,ユズノハカズラ,Pothos chinensis
絶滅危惧IA類（CR）,維管束植物,サキシマハブカズラ,Rhaphidophora kortharthii
絶滅危惧IA類（CR）,維管束植物,ヒメハブカズラ,Rhaphidophora liukiuensis
絶滅危惧IA類（CR）,維管束植物,ホソミアダン,Pandanus daitoensis
絶滅危惧IA類（CR）,維管束植物,トダスゲ,Carex aequialta
絶滅危惧IA類（CR）,維管束植物,アリサンタマツリスゲ,Carex arisanensis
絶滅危惧IA類（CR）,維管束植物,リュウキュウヒエスゲ,Carex collifera
絶滅危惧IA類（CR）,維管束植物,ホソスゲ,Carex disperma
絶滅危惧IA類（CR）,維管束植物,オクタマツリスゲ,Carex filipes var. kuzakaiensis
絶滅危惧IA類（CR）,維管束植物,トナカイスゲ,Carex globularis
絶滅危惧IA類（CR）,維管束植物,ホウザンスゲ,Carex hoozanensis
絶滅危惧IA類（CR）,維管束植物,ヤリスゲ,Carex kabanovii
絶滅危惧IA類（CR）,維管束植物,セトウチスゲ,Carex kagoshimensis
絶滅危惧IA類（CR）,維管束植物,ヒメミコシガヤ,Carex laevissima
絶滅危惧IA類（CR）,維管束植物,センジョウスゲ,Carex lehmannii
絶滅危惧IA類（CR）,維管束植物,タイワンカンスゲ,Carex longistipes
絶滅危惧IA類（CR）,維管束植物,チャボカワズスゲ,Carex omiana var. yakushimana
絶滅危惧IA類（CR）,維管束植物,チチブシラスゲ,Carex planiculmis var. urasawae
絶滅危惧IA類（CR）,維管束植物,トックリスゲ,Carex rhynchachaenium
絶滅危惧IA類（CR）,維管束植物,ヌマスゲ,Carex rostrata var. borealis
絶滅危惧IA類（CR）,維管束植物,コヌマスゲ,Carex rotundata
絶滅危惧IA類（CR）,維管束植物,ダイセンアシボソスゲ,Carex scita var. parvisquama
絶滅危惧IA類（CR）,維管束植物,ムニンヒョウタンスゲ,Carex yasuii
絶滅危惧IA類（CR）,維管束植物,オオホウキガヤツリ,Cyperus digitatus
絶滅危惧IA類（CR）,維管束植物,ホウキガヤツリ,Cyperus distans
絶滅危惧IA類（CR）,維管束植物,ニイガタガヤツリ,Cyperus niigatensis
絶滅危惧IA類（CR）,維管束植物,ヒメホウキガヤツリ,Cyperus nutans var. subprolixus
絶滅危惧IA類（CR）,維管束植物,ムギガラガヤツリ,Cyperus unioloides
絶滅危惧IA類（CR）,維管束植物,クロミノハリイ,Eleocharis atropurpurea
絶滅危惧IA類（CR）,維管束植物,カヤツリマツバイ,Eleocharis retroflexa subsp. chaetaria
絶滅危惧IA類（CR）,維管束植物,カドハリイ,Eleocharis tetraquetra var. tsurumachii
絶滅危惧IA類（CR）,維管束植物,エゾワタスゲ,Eriophorum scheuchzeri var. tenuifolium
絶滅危惧IA類（CR）,維管束植物,トモエバテンツキ,Fimbristylis fimbristyloides
絶滅危惧IA類（CR）,維管束植物,イッスンテンツキ,Fimbristylis kadzusana
絶滅危惧IA類（CR）,維管束植物,ウナヅキテンツキ,Fimbristylis nutans
絶滅危惧IA類（CR）,維管束植物,ビャッコイ,Isolepis crassiuscula
絶滅危惧IA類（CR）,維管束植物,コウシュンスゲ,Remirea maritima
絶滅危惧IA類（CR）,維管束植物,イヘヤヒゲクサ,Schoenus calostachyus
絶滅危惧IA類（CR）,維管束植物,エンレイショウキラン,Acanthephippium pictum
絶滅危惧IA類（CR）,維管束植物,タイワンショウキラン,Acanthephippium sylhetense
絶滅危惧IA類（CR）,維管束植物,ミスズラン,Androcorys pusillus
絶滅危惧IA類（CR）,維管束植物,キバナシュスラン,Anoectochilus formosanus
絶滅危惧IA類（CR）,維管束植物,コウシュンシュスラン,Anoectochilus koshunensis
絶滅危惧IA類（CR）,維管束植物,クスクスラン,Bulbophyllum affine
絶滅危惧IA類（CR）,維管束植物,タネガシマシコウラン,Bulbophyllum macraei var. tanegashimense
絶滅危惧IA類（CR）,維管束植物,キソエビネ,Calanthe alpina var. schlechteri
絶滅危惧IA類（CR）,維管束植物,アマミエビネ,Calanthe amamiana
絶滅危惧IA類（CR）,維管束植物,タガネラン,Calanthe davidii
絶滅危惧IA類（CR）,維管束植物,タマザキエビネ,Calanthe densiflora
絶滅危惧IA類（CR）,維管束植物,ホシツルラン,Calanthe hoshii
絶滅危惧IA類（CR）,維管束植物,サクラジマエビネ,Calanthe mannii
絶滅危惧IA類（CR）,維管束植物,アリサンムヨウラン,Cheirostylis takeoi
絶滅危惧IA類（CR）,維管束植物,モイワラン,Cremastra aphylla
絶滅危惧IA類（CR）,維管束植物,オキナワヒメラン,Crepidium purpureum
絶滅危惧IA類（CR）,維管束植物,オオスズムシラン,Cryptostylis arachnites
絶滅危惧IA類（CR）,維管束植物,タカオオオスズムシラン,Cryptostylis taiwaniana
絶滅危惧IA類（CR）,維管束植物,ヘツカラン,Cymbidium dayanum var. leachianum
絶滅危惧IA類（CR）,維管束植物,スルガラン,Cymbidium ensifolium
絶滅危惧IA類（CR）,維管束植物,コラン,Cymbidium koran
絶滅危惧IA類（CR）,維管束植物,ホウサイラン,Cymbidium sinense
絶滅危惧IA類（CR）,維管束植物,チョウセンキバナアツモリソウ,Cypripedium guttatum
絶滅危惧IA類（CR）,維管束植物,ホテイアツモリ,Cypripedium macranthos var. macranthos
絶滅危惧IA類（CR）,維管束植物,ドウトウアツモリソウ,Cypripedium shanxiense
絶滅危惧IA類（CR）,維管束植物,コカゲラン,Didymoplexiella siamensis
絶滅危惧IA類（CR）,維管束植物,ホザキヒメラン,Dienia ophrydis
絶滅危惧IA類（CR）,維管束植物,サガリラン,Diploprora championii
絶滅危惧IA類（CR）,維管束植物,ジョウロウラン,Disperis neilgherrensis
絶滅危惧IA類（CR）,維管束植物,アオキラン,Epipogium japonicum
絶滅危惧IA類（CR）,維管束植物,ホソフデラン,Erythrodes blumei
絶滅危惧IA類（CR）,維管束植物,タカツルラン,Erythrorchis altissima
絶滅危惧IA類（CR）,維管束植物,タカサゴヤガラ,Eulophia taiwanensis
絶滅危惧IA類（CR）,維管束植物,マツゲカヤラン,Gastrochilus ciliaris
絶滅危惧IA類（CR）,維管束植物,ヤクシマヤツシロラン,Gastrodia albida
絶滅危惧IA類（CR）,維管束植物,シロテンマ,Gastrodia elata var. pallens
絶滅危惧IA類（CR）,維管束植物,ナンゴクヤツシロラン,Gastrodia shimizuana
絶滅危惧IA類（CR）,維管束植物,ヤブミョウガラン,Goodyera fumata
絶滅危惧IA類（CR）,維管束植物,ヒメクリソラン,Hancockia uniflora
絶滅危惧IA類（CR）,維管束植物,クシロチドリ,Herminium monorchis
絶滅危惧IA類（CR）,維管束植物,オオカゲロウラン,Hetaeria oblongifolia
絶滅危惧IA類（CR）,維管束植物,オオキヌラン,Heterozeuxine nervosa
絶滅危惧IA類（CR）,維管束植物,サキシマスケロクラン,Lecanorchis flavicans var. flavicans
絶滅危惧IA類（CR）,維管束植物,ヤエヤマスケロクラン,Lecanorchis japonica var. tubiformis
絶滅危惧IA類（CR）,維管束植物,ヤクムヨウラン,Lecanorchis nigricans var. yakusimensis
絶滅危惧IA類（CR）,維管束植物,アワムヨウラン,Lecanorchis trachycaula
絶滅危惧IA類（CR）,維管束植物,ミドリムヨウラン,Lecanorchis virella
絶滅危惧IA類（CR）,維管束植物,シマクモキリソウ,Liparis hostifolia
絶滅危惧IA類（CR）,維管束植物,キバナコクラン,Liparis nigra var. sootenzanensis
絶滅危惧IA類（CR）,維管束植物,ヒメスズムシソウ,Liparis nikkoensis
絶滅危惧IA類（CR）,維管束植物,クモイジガバチ,Liparis truncata
絶滅危惧IA類（CR）,維管束植物,コゴメキノエラン,Liparis viridiflora
絶滅危惧IA類（CR）,維管束植物,ナンバンカモメラン,Macodes petola
絶滅危惧IA類（CR）,維管束植物,シマホザキラン,Malaxis boninensis
絶滅危惧IA類（CR）,維管束植物,ツクシアリドオシラン,Myrmechis tsukusiana
絶滅危惧IA類（CR）,維管束植物,カイサカネラン,Neottia furusei
絶滅危惧IA類（CR）,維管束植物,オオバヨウラクラン,Oberonia makinoi
絶滅危惧IA類（CR）,維管束植物,ハツシマラン,Odontochilus hatusimanus
絶滅危惧IA類（CR）,維管束植物,クロカミラン,Orchis graminifolia var. kurokamiana
絶滅危惧IA類（CR）,維管束植物,アワチドリ,Orchis graminifolia var. suzukiana
絶滅危惧IA類（CR）,維管束植物,コハクラン,Oreorchis itoana
絶滅危惧IA類（CR）,維管束植物,ヒゲナガトンボ,Peristylus calcaratus
絶滅危惧IA類（CR）,維管束植物,タコガタサギソウ,Peristylus lacertifer
絶滅危惧IA類（CR）,維管束植物,ヒメカクラン,Phaius mishmensis
絶滅危惧IA類（CR）,維管束植物,オオバナオオヤマサギソウ,Platanthera hondoensis
絶滅危惧IA類（CR）,維管束植物,ヤクシマトンボ,Platanthera mandarinorum subsp. hachijoensis var. masamunei
絶滅危惧IA類（CR）,維管束植物,ハチジョウツレサギ,Platanthera okuboi
絶滅危惧IA類（CR）,維管束植物,クニガミトンボソウ,Platanthera sonoharae
絶滅危惧IA類（CR）,維管束植物,ソハヤキトンボソウ,Platanthera stenoglossa subsp. hottae
絶滅危惧IA類（CR）,維管束植物,ヒメシラヒゲラン,Pristiglottis rubricentra
絶滅危惧IA類（CR）,維管束植物,ハガクレナガミラン,Thrixspermum fantasticum
絶滅危惧IA類（CR）,維管束植物,ケイタオフウラン,Thrixspermum saruwatarii
絶滅危惧IA類（CR）,維管束植物,イヌヤチスギラン,Lycopodium carolinianum
絶滅危惧IA類（CR）,維管束植物,ヒモスギラン,Lycopodium fargesii
絶滅危惧IA類（CR）,維管束植物,ボウカズラ,Lycopodium laxum
絶滅危惧IA類（CR）,維管束植物,ヒメヨウラクヒバ,Lycopodium salvinioides
絶滅危惧IA類（CR）,維管束植物,リュウキュウヒモラン,Lycopodium sieboldii var. christensenianum
絶滅危惧IA類（CR）,維管束植物,コスギトウゲシバ,Lycopodium somae
絶滅危惧IA類（CR）,維管束植物,チシマヒメドクサ,Equisetum variegatum
絶滅危惧IA類（CR）,維管束植物,ミヤマハナワラビ,Botrychium lanceolatum
絶滅危惧IA類（CR）,維管束植物,イブリハナワラビ,Botrychium microphyllum
絶滅危惧IA類（CR）,維管束植物,ヒノタニリュウビンタイ,Angiopteris fokiensis
絶滅危惧IA類（CR）,維管束植物,キクモバホラゴケ,Callistopteris apiifolia
絶滅危惧IA類（CR）,維管束植物,サキシマホラゴケ,Cephalomanes atrovirens
絶滅危惧IA類（CR）,維管束植物,マルバコケシダ,Didymoglossum bimarginatum
絶滅危惧IA類（CR）,維管束植物,シマヤマソテツ,Plagiogyria stenoptera
絶滅危惧IA類（CR）,維管束植物,イヌイノモトソウ,Lindsaea ensifolia
絶滅危惧IA類（CR）,維管束植物,シノブホングウシダ,Lindsaea kawabatae
絶滅危惧IA類（CR）,維管束植物,コビトホラシノブ,Odontosoria minutula
絶滅危惧IA類（CR）,維管束植物,ヤエヤマホラシノブ,Odontosoria yaeyamensis
絶滅危惧IA類（CR）,維管束植物,シマタキミシダ,Antrophyum formosanum
絶滅危惧IA類（CR）,維管束植物,ホソバイワガネソウ,Coniogramme gracilis
